Price,Open,Open,Open,Open,High,High,High,High,Low,Low,Low,Low,Close,Close,Close,Close,Volume,Volume,Volume,Volume
Ticker,AKAM,ALLT,ILMN,INCY,AKAM,ALLT,ILMN,INCY,AKAM,ALLT,ILMN,INCY,AKAM,ALLT,ILMN,INCY,AKAM,ALLT,ILMN,INCY
Date,,,,,,,,,,,,,,,,,,,,
2020-01-14,94.58000183105469,9.470000267028809,315.2529296875,77.37999725341797,94.58999633789062,9.600000381469727,316.62451171875,81.63999938964844,93.25,9.420000076293945,308.3852233886719,77.0999984741211,93.93000030517578,9.479999542236328,308.4727478027344,81.47000122070312,1090300,56300,2235078,2830600
2020-01-15,94.13999938964844,9.5,311.2840576171875,81.12000274658203,95.80999755859375,9.579999923706055,313.3949279785156,82.37999725341797,94.0,9.399999618530273,309.35797119140625,80.29000091552734,95.12000274658203,9.470000267028809,311.6634216308594,80.54000091552734,1107000,51100,1211498,1105100
2020-01-16,95.61000061035156,9.579999923706055,314.6206359863281,81.08000183105469,95.8499984741211,9.619999885559082,317.5583801269531,81.56999969482422,94.88999938964844,9.489999771118164,312.83074951171875,80.29000091552734,95.81999969482422,9.619999885559082,317.08172607421875,80.62000274658203,1274700,50700,742936,1343500
2020-01-17,96.0,9.75,318.8034973144531,80.9800033569336,96.0,9.75,318.998046875,81.11000061035156,94.69999694824219,9.390000343322754,311.73150634765625,80.05000305175781,95.30999755859375,9.479999542236328,315.87548828125,80.5,944100,173300,1154238,1418500
2020-01-21,94.91999816894531,9.720000267028809,314.4163513183594,80.16999816894531,95.4800033569336,9.899999618530273,321.5272521972656,80.26000213623047,94.55000305175781,9.609999656677246,313.35601806640625,78.45999908447266,94.94999694824219,9.619999885559082,319.38714599609375,78.6500015258789,1353100,48300,1325606,1228500
2020-01-22,95.51000213623047,9.720000267028809,319.8054504394531,78.83000183105469,96.1500015258789,9.880000114440918,323.560302734375,79.52999877929688,95.29000091552734,9.680000305175781,319.2412414550781,78.22000122070312,95.5999984741211,9.880000114440918,321.935791015625,78.4800033569336,902300,106100,849231,845400
2020-01-23,95.5,10.050000190734863,321.3229675292969,78.56999969482422,96.88999938964844,10.050000190734863,321.6050720214844,78.93000030517578,94.9800033569336,9.479999542236328,317.76263427734375,77.44999694824219,96.44000244140625,9.649999618530273,318.0933837890625,78.23999786376953,817900,510400,970843,1167100
2020-01-24,97.19999694824219,9.739999771118164,318.79376220703125,78.1500015258789,97.75,10.020000457763672,319.3677062988281,78.76000213623047,95.16999816894531,9.670000076293945,309.61090087890625,75.83000183105469,95.5199966430664,9.760000228881836,310.87548828125,76.73999786376953,1004900,113200,1099960,1299000
2020-01-27,94.05999755859375,9.84000015258789,306.05059814453125,75.68000030517578,94.72000122070312,9.84000015258789,308.12255859375,76.43000030517578,93.80999755859375,9.430000305175781,302.9766540527344,75.23999786376953,94.2300033569336,9.479999542236328,305.3696594238281,76.06999969482422,845800,64300,883155,1097500
2020-01-28,94.7300033569336,9.600000381469727,306.8677062988281,79.0,95.43000030517578,9.6899995803833,308.0350341796875,79.05999755859375,94.48999786376953,9.5600004196167,303.9104919433594,75.37000274658203,94.83000183105469,9.65999984741211,305.7198486328125,76.45999908447266,851400,87200,1160818,2016300
2020-01-29,95.19999694824219,9.720000267028809,306.42022705078125,76.08999633789062,95.87999725341797,9.75,307.88909912109375,76.3499984741211,94.75,9.630000114440918,303.60894775390625,74.81999969482422,94.83999633789062,9.680000305175781,304.76654052734375,74.98999786376953,922700,45400,1286748,1270200
2020-01-30,94.48999786376953,9.680000305175781,289.3968811035156,74.55000305175781,95.2699966430664,9.75,306.6536865234375,74.55000305175781,93.4000015258789,9.569999694824219,287.2081604003906,72.97000122070312,94.61000061035156,9.579999923706055,287.937744140625,73.13999938964844,852100,92300,3421287,1482000
2020-01-31,94.48999786376953,9.329999923706055,288.17120361328125,72.55000305175781,94.48999786376953,9.630000114440918,288.7451477050781,73.5999984741211,92.97000122070312,9.329999923706055,280.9922180175781,71.83999633789062,93.3499984741211,9.59000015258789,282.16925048828125,73.06999969482422,1020200,170400,1501394,1480100
2020-02-03,94.01000213623047,9.720000267028809,285.1167297363281,73.94999694824219,94.27999877929688,9.720000267028809,288.11285400390625,74.0999984741211,93.33000183105469,9.430000305175781,284.17315673828125,72.56999969482422,93.68000030517578,9.710000038146973,285.41827392578125,72.94000244140625,820300,149100,1069120,1258200
2020-02-04,94.80000305175781,11.649999618530273,289.66925048828125,73.7300033569336,95.29000091552734,12.75,290.8463134765625,74.5199966430664,94.20999908447266,11.430000305175781,287.73345947265625,73.0,95.22000122070312,12.3100004196167,287.937744140625,73.87999725341797,1055600,2094100,1141080,1066800
2020-02-05,95.73999786376953,12.369999885559082,292.1011657714844,74.55999755859375,96.04000091552734,13.0,294.29962158203125,77.33000183105469,94.91000366210938,12.130000114440918,289.50390625,74.5,95.94999694824219,12.880000114440918,292.16925048828125,76.0,915900,686100,1891212,1384700
2020-02-06,96.31999969482422,12.800000190734863,294.50390625,76.19000244140625,97.19999694824219,13.050000190734863,294.73736572265625,76.19000244140625,96.0,12.529999732971191,291.64398193359375,74.66000366210938,96.94999694824219,12.6899995803833,293.0252990722656,75.80999755859375,776300,285800,726282,906800
2020-02-07,96.43000030517578,12.100000381469727,292.8015441894531,75.66000366210938,97.4000015258789,12.619999885559082,293.1614685058594,75.73999786376953,95.7699966430664,12.029999732971191,285.8074035644531,74.08000183105469,96.12000274658203,12.460000038146973,286.2840576171875,74.13999938964844,1242700,231900,1156808,843100
2020-02-10,95.66000366210938,12.180000305175781,286.3424072265625,73.66000366210938,96.16999816894531,12.550000190734863,287.5097351074219,75.26000213623047,95.18000030517578,12.050000190734863,285.5058288574219,73.51000213623047,95.76000213623047,12.420000076293945,286.39105224609375,75.11000061035156,1387100,240800,1253646,849700
2020-02-11,96.20999908447266,12.430000305175781,288.813232421875,75.27999877929688,96.87000274658203,12.770000457763672,290.6031188964844,76.77999877929688,95.76000213623047,12.3100004196167,287.0525207519531,75.16000366210938,96.37000274658203,12.65999984741211,287.937744140625,76.13999938964844,1834300,205200,3627298,985500
2020-02-12,99.94999694824219,12.699999809265137,289.5233459472656,76.4000015258789,103.29000091552734,12.699999809265137,290.1653747558594,77.16000366210938,97.0,12.34000015258789,283.5895080566406,75.25,97.44999694824219,12.34000015258789,285.2918395996094,75.83000183105469,4497900,352500,1924210,2120000
2020-02-13,96.69999694824219,12.289999961853027,284.66925048828125,77.5999984741211,100.48999786376953,12.5,285.62255859375,78.44000244140625,96.52999877929688,12.149999618530273,282.6459045410156,75.01000213623047,99.5999984741211,12.3100004196167,283.4435729980469,78.05000305175781,1914100,119700,2277328,2227400
2020-02-14,99.7699966430664,12.3100004196167,284.9416198730469,78.01000213623047,100.37999725341797,12.520000457763672,291.8968811035156,78.45999908447266,98.9000015258789,12.279999732971191,284.1342468261719,77.44999694824219,99.66999816894531,12.3100004196167,290.7781982421875,78.44999694824219,1053200,64400,1536346,1370200
2020-02-18,99.29000091552734,12.180000305175781,290.85601806640625,79.0,101.23999786376953,12.319999694824219,291.8968811035156,79.33000183105469,98.7699966430664,12.020000457763672,288.8229675292969,78.12999725341797,100.95999908447266,12.130000114440918,291.7509765625,79.30000305175781,1527500,110800,836381,1209900
2020-02-19,101.19999694824219,12.149999618530273,293.4630432128906,79.69000244140625,102.98999786376953,12.149999618530273,297.1303405761719,82.58999633789062,101.19000244140625,11.710000038146973,292.315185546875,79.63999938964844,102.55999755859375,12.020000457763672,294.9416198730469,82.41999816894531,1274700,203800,1376492,1895400
2020-02-20,101.9000015258789,11.890000343322754,295.7198486328125,82.0,103.33999633789062,12.239999771118164,297.0719909667969,83.12000274658203,100.81999969482422,11.65999984741211,289.6206359863281,80.93000030517578,101.47000122070312,12.199999809265137,292.2762756347656,82.7699966430664,1474100,180200,717647,2653300
2020-02-21,101.4000015258789,12.149999618530273,291.82879638671875,82.27999877929688,102.0,12.220000267028809,293.2198486328125,82.73999786376953,99.33999633789062,11.930000305175781,286.7607116699219,80.37999725341797,100.5199966430664,11.949999809265137,287.8793640136719,80.88999938964844,1132100,107000,742627,1414000
2020-02-24,97.0999984741211,11.25,280.48638916015625,79.87999725341797,98.54000091552734,11.4399995803833,281.7801513671875,80.30999755859375,95.88999938964844,11.140000343322754,271.4007873535156,77.41999816894531,97.11000061035156,11.199999809265137,273.4630432128906,78.87000274658203,1514100,188000,1484329,1366400
2020-02-25,97.62000274658203,11.210000038146973,274.95135498046875,79.05999755859375,98.31999969482422,11.430000305175781,275.2821044921875,79.69000244140625,93.52999877929688,10.949999809265137,261.7120666503906,76.7699966430664,93.7300033569336,10.979999542236328,262.5972900390625,77.31999969482422,1293900,226900,1649837,2174600
2020-02-26,94.56999969482422,10.989999771118164,264.5525207519531,78.05999755859375,95.58000183105469,11.220000267028809,273.1322937011719,79.22000122070312,92.4800033569336,10.819999694824219,263.6673278808594,76.97000122070312,92.54000091552734,11.020000457763672,267.2178955078125,77.97000122070312,1635200,179500,1463666,1442300
2020-02-27,90.69999694824219,10.789999961853027,261.1770324707031,76.94999694824219,92.41999816894531,11.170000076293945,266.186767578125,78.37999725341797,89.0,10.699999809265137,251.9163360595703,75.63999938964844,89.30999755859375,10.850000381469727,252.85018920898438,75.83999633789062,1706300,250500,2383932,1641700
2020-02-28,86.61000061035156,10.850000381469727,246.82879638671875,73.69000244140625,87.80000305175781,10.989999771118164,258.63812255859375,76.44000244140625,84.27999877929688,10.630000114440918,245.55447387695312,73.5,86.51000213623047,10.850000381469727,258.433837890625,75.41000366210938,3279700,199100,2753190,2525000
2020-03-02,87.30999755859375,10.890000343322754,260.7198486328125,75.7300033569336,90.91999816894531,11.010000228881836,270.8074035644531,79.0999984741211,86.5999984741211,10.670000076293945,258.12255859375,75.3499984741211,90.91000366210938,10.8100004196167,270.70037841796875,79.05999755859375,1726600,102300,1817710,2261300
2020-03-03,90.52999877929688,10.899999618530273,269.8443603515625,78.55000305175781,93.08999633789062,11.039999961853027,277.5680847167969,79.7699966430664,89.1500015258789,10.329999923706055,263.3463134765625,76.62999725341797,90.27999877929688,10.40999984741211,265.564208984375,77.80000305175781,2616300,186600,1391604,1939400
2020-03-04,91.95999908447266,10.550000190734863,268.48248291015625,79.1500015258789,95.0,10.779999732971191,274.7276306152344,80.23999786376953,91.2699966430664,10.3100004196167,265.6614685058594,77.8499984741211,94.9000015258789,10.699999809265137,274.4455261230469,80.16000366210938,1507100,160400,982768,2043800
2020-03-05,92.12999725341797,10.300000190734863,266.4883117675781,78.3499984741211,93.86000061035156,10.550000190734863,272.39300537109375,80.1500015258789,91.7699966430664,9.989999771118164,264.95135498046875,78.0,92.9800033569336,10.210000038146973,268.501953125,78.61000061035156,1903700,195700,1109623,1430200
2020-03-06,89.77999877929688,10.050000190734863,258.7159423828125,75.18000030517578,91.19000244140625,10.380000114440918,268.3074035644531,76.9000015258789,88.02999877929688,9.989999771118164,258.7159423828125,74.81999969482422,90.62000274658203,10.260000228881836,266.9455261230469,76.04000091552734,2097200,150500,1148893,1800100
2020-03-09,83.80000305175781,9.430000305175781,250.62257385253906,72.47000122070312,86.69000244140625,9.720000267028809,261.0700378417969,73.48999786376953,82.45999908447266,9.079999923706055,248.4046630859375,71.0199966430664,82.62000274658203,9.510000228881836,252.72373962402344,71.08999633789062,1898000,313500,1725601,2063100
2020-03-10,84.79000091552734,9.670000076293945,259.5330810546875,72.69000244140625,86.81999969482422,9.779999732971191,263.3171081542969,74.31999969482422,82.44000244140625,9.300000190734863,250.22373962402344,70.2699966430664,86.1500015258789,9.619999885559082,260.8463134765625,74.30999755859375,2058700,89600,1507562,2933100
2020-03-11,84.22000122070312,9.4399995803833,254.30934143066406,72.18000030517578,87.83999633789062,9.609999656677246,256.7412414550781,73.88999938964844,84.11000061035156,9.09000015258789,234.8929901123047,70.97000122070312,87.0199966430664,9.199999809265137,239.30934143066406,71.9000015258789,2531000,237300,1912286,2347100
2020-03-12,81.62000274658203,8.670000076293945,223.57003784179688,68.1500015258789,88.80000305175781,8.829999923706055,229.18287658691406,71.54000091552734,79.80999755859375,8.229999542236328,216.26458740234375,67.93000030517578,80.05000305175781,8.649999618530273,217.1984405517578,68.0199966430664,3202300,241900,2383726,4007600
2020-03-13,84.37999725341797,8.720000267028809,226.19650268554688,69.55000305175781,86.93000030517578,9.09000015258789,229.08560180664062,74.0,81.16000366210938,8.600000381469727,205.4863739013672,69.55000305175781,85.7300033569336,9.029999732971191,226.97470092773438,73.83999633789062,2820400,204300,2550365,3552500
2020-03-16,76.75,8.140000343322754,204.57199096679688,67.94999694824219,87.37000274658203,8.260000228881836,222.31517028808594,75.33999633789062,75.18000030517578,7.670000076293945,200.1750946044922,67.12999725341797,83.2300033569336,7.71999979019165,205.27236938476562,71.5999984741211,2789800,166500,1961527,3589000
2020-03-17,85.30999755859375,7.789999961853027,209.03697204589844,73.11000061035156,90.9000015258789,7.940000057220459,226.1381378173828,76.4800033569336,82.33000183105469,7.489999771118164,201.83851623535156,69.86000061035156,88.43000030517578,7.53000020980835,219.61090087890625,70.37000274658203,3271900,281600,1748834,3429600
2020-03-18,82.47000122070312,7.179999828338623,208.57977294921875,67.9000015258789,97.6500015258789,7.269999980926514,218.8618621826172,72.87000274658203,82.47000122070312,6.440000057220459,191.42022705078125,63.349998474121094,97.0999984741211,6.550000190734863,203.501953125,66.9000015258789,4423200,362800,1938294,2667800
2020-03-19,93.69999694824219,6.550000190734863,202.4805450439453,66.30000305175781,98.26000213623047,7.739999771118164,223.54086303710938,67.80999755859375,88.44000244140625,6.5,193.57977294921875,63.95000076293945,88.8499984741211,7.440000057220459,218.6770477294922,66.51000213623047,2966800,194600,1786972,2650700
2020-03-20,90.0199966430664,7.409999847412109,225.91439819335938,67.26000213623047,90.02999877929688,7.789999961853027,246.06031799316406,72.41999816894531,81.94999694824219,6.78000020980835,222.7626495361328,66.51000213623047,82.37000274658203,6.889999866485596,235.40855407714844,66.95999908447266,3468700,267000,3247966,2726500
2020-03-23,84.16000366210938,7.0,233.1128387451172,67.69999694824219,88.20999908447266,7.360000133514404,243.19065856933594,68.5999984741211,81.80000305175781,6.869999885559082,228.15174865722656,62.47999954223633,85.54000091552734,7.309999942779541,231.28404235839844,63.18000030517578,3185100,215600,2146464,2447200
2020-03-24,87.29000091552734,8.130000114440918,240.84629821777344,65.38999938964844,90.25,8.489999771118164,248.05447387695312,68.02999877929688,85.33000183105469,7.940000057220459,237.22763061523438,63.290000915527344,89.9800033569336,8.170000076293945,247.25680541992188,67.43000030517578,2369800,230500,1807841,2794000
2020-03-25,90.12000274658203,8.199999809265137,244.2996063232422,66.75,93.77999877929688,8.489999771118164,252.14981079101562,71.4800033569336,88.4800033569336,8.010000228881836,240.5739288330078,65.70999908447266,89.3499984741211,8.239999771118164,241.55642700195312,69.58999633789062,2704000,193000,1770730,2500100
2020-03-26,90.0199966430664,8.260000228881836,245.25291442871094,68.69999694824219,94.86000061035156,9.550000190734863,269.0856018066406,73.27999877929688,86.73999786376953,8.260000228881836,243.60894775390625,68.69999694824219,94.37999725341797,9.510000228881836,266.9455261230469,73.05000305175781,2919700,246200,1842279,1855700
2020-03-27,93.02999877929688,9.25,257.315185546875,71.19999694824219,93.0999984741211,9.489999771118164,263.12255859375,72.16000366210938,88.93000030517578,8.609999656677246,252.6361846923828,68.55000305175781,90.61000061035156,9.210000038146973,261.7218017578125,68.95999908447266,2736600,107800,1398800,1463900
2020-03-30,92.08999633789062,9.760000228881836,259.5233459472656,70.19999694824219,94.5,9.970000267028809,269.76654052734375,72.52999877929688,90.31999969482422,9.350000381469727,258.79376220703125,69.25,94.19000244140625,9.5600004196167,268.70623779296875,72.16999816894531,2335500,236900,1765384,2023200
2020-03-31,92.88999938964844,9.699999809265137,263.9591369628906,71.44000244140625,95.0999984741211,9.779999732971191,268.5408630371094,73.88999938964844,91.29000091552734,9.329999923706055,260.6031188964844,70.5199966430664,91.48999786376953,9.449999809265137,265.6809387207031,73.2300033569336,1740900,287200,1733414,1695300
2020-04-01,89.23999786376953,9.180000305175781,258.6770324707031,72.05000305175781,92.88999938964844,9.260000228881836,262.6459045410156,74.83999633789062,88.75,8.510000228881836,244.2996063232422,71.52999877929688,91.5999984741211,8.720000267028809,249.47470092773438,74.18000030517578,2357800,89300,1968928,1966300
2020-04-02,91.44000244140625,8.729999542236328,247.47080993652344,73.51000213623047,95.95999908447266,9.119999885559082,266.3813171386719,77.41999816894531,90.75,8.619999885559082,247.2373504638672,73.51000213623047,93.12000274658203,8.819999694824219,265.5544738769531,77.06999969482422,2028100,70500,1293841,1513500
2020-04-03,94.20999908447266,8.760000228881836,262.98638916015625,77.58999633789062,96.69000244140625,8.9399995803833,266.85797119140625,79.48999786376953,93.4800033569336,8.399999618530273,252.38327026367188,77.23999786376953,95.36000061035156,8.760000228881836,256.3229675292969,78.58999633789062,2035500,99700,896210,2222200
2020-04-06,98.12999725341797,9.050000190734863,264.0369567871094,80.55000305175781,98.4000015258789,9.470000267028809,271.498046875,85.25,95.4000015258789,8.979999542236328,262.1595458984375,80.25,97.79000091552734,9.390000343322754,270.437744140625,85.11000061035156,2191600,126000,1458424,3234100
2020-04-07,98.26000213623047,9.90999984741211,276.87744140625,86.20999908447266,99.43000030517578,9.9399995803833,278.8229675292969,87.8499984741211,94.6500015258789,9.260000228881836,272.76263427734375,85.12999725341797,95.2300033569336,9.800000190734863,272.99609375,86.66000366210938,2308700,356000,1547551,2971500
2020-04-08,96.2699966430664,9.800000190734863,273.94940185546875,86.73999786376953,97.7699966430664,10.09000015258789,275.690673828125,88.58999633789062,95.4000015258789,9.680000305175781,268.6478576660156,85.94999694824219,97.37000274658203,9.760000228881836,273.3365783691406,87.75,1477500,160600,1470451,2086000
2020-04-09,97.04000091552734,9.890000343322754,273.89105224609375,87.33999633789062,97.79000091552734,9.949999809265137,279.92218017578125,87.98999786376953,94.94000244140625,9.600000381469727,271.8482360839844,85.16999816894531,95.38999938964844,9.760000228881836,279.7859802246094,86.80999755859375,2036600,263400,1234834,1810500
2020-04-13,95.0,9.8100004196167,274.2607116699219,85.68000030517578,95.37000274658203,9.8100004196167,281.9747009277344,88.23999786376953,93.12000274658203,9.550000190734863,273.8326721191406,85.68000030517578,95.19000244140625,9.630000114440918,281.566162109375,88.01000213623047,2018100,79000,1150538,1452100
2020-04-14,98.12999725341797,9.800000190734863,284.5719909667969,88.23999786376953,101.25,10.079999923706055,291.54669189453125,91.73999786376953,97.01000213623047,9.75,284.12451171875,88.23999786376953,100.5,9.880000114440918,289.76654052734375,91.27999877929688,2101600,119200,1165032,1937700
2020-04-15,100.5,9.649999618530273,282.42218017578125,89.22000122070312,100.87999725341797,9.779999732971191,287.8404541015625,91.79000091552734,98.86000061035156,9.319999694824219,280.4085693359375,88.93000030517578,100.38999938964844,9.390000343322754,286.2743225097656,90.94999694824219,1989600,98500,1144267,1642200
2020-04-16,100.62999725341797,10.119999885559082,292.45135498046875,91.98999786376953,107.22000122070312,10.59000015258789,295.95330810546875,96.13999938964844,100.30999755859375,10.039999961853027,286.0311279296875,91.43000030517578,105.83999633789062,10.420000076293945,295.23345947265625,95.66000366210938,3617100,496300,972899,3501100
2020-04-17,106.88999938964844,10.640000343322754,301.13812255859375,97.83000183105469,107.04000091552734,10.819999694824219,308.5700378417969,100.2699966430664,102.80000305175781,10.010000228881836,298.0739440917969,96.16000366210938,105.3499984741211,10.640000343322754,307.7431945800781,100.0,3013500,156700,1313681,3859300
2020-04-20,106.87999725341797,10.699999809265137,304.1536865234375,99.80000305175781,108.25,11.15999984741211,316.0992126464844,102.41999816894531,105.12999725341797,10.079999923706055,300.5933837890625,99.30000305175781,106.23999786376953,10.470000267028809,314.0856018066406,101.19000244140625,2305000,287000,1725395,2422600
2020-04-21,106.2300033569336,10.239999771118164,302.5291748046875,99.5,107.38999938964844,10.529999732971191,306.4007873535156,100.75,101.73999786376953,9.84000015258789,299.4163513183594,97.9000015258789,103.36000061035156,10.109999656677246,301.9455261230469,99.45999908447266,1462600,111400,1320980,2620700
2020-04-22,104.86000061035156,10.5,305.1945495605469,100.29000091552734,105.93000030517578,10.670000076293945,306.3521423339844,101.98999786376953,102.58000183105469,10.380000114440918,300.5933837890625,99.55999755859375,104.29000091552734,10.539999961853027,303.0739440917969,100.97000122070312,1663500,197700,1059148,1612300
2020-04-23,104.80999755859375,10.5600004196167,302.9474792480469,101.41000366210938,104.80999755859375,10.779999732971191,312.57781982421875,104.19999694824219,101.55999755859375,10.210000038146973,302.9474792480469,100.55000305175781,102.26000213623047,10.539999961853027,304.1925964355469,101.9000015258789,2273000,78900,874622,1262700
2020-04-24,101.0999984741211,10.479999542236328,300.33074951171875,102.73999786376953,102.83000183105469,11.220000267028809,302.6459045410156,103.95999908447266,99.73999786376953,10.479999542236328,297.4610900878906,101.61000061035156,102.77999877929688,11.15999984741211,300.6517639160156,103.4800033569336,2293600,138900,1006206,1535500
2020-04-27,104.38999938964844,11.5,304.4066162109375,104.0,104.38999938964844,11.59000015258789,309.815185546875,104.80999755859375,101.33999633789062,11.029999732971191,303.4046630859375,102.4000015258789,103.06999969482422,11.079999923706055,306.0116882324219,102.9800033569336,2227900,202700,853446,1249700
2020-04-28,104.77999877929688,11.229999542236328,306.4883117675781,104.27999877929688,104.77999877929688,11.229999542236328,308.60894775390625,104.36000061035156,101.70999908447266,10.770000457763672,296.3034973144531,96.69999694824219,101.93000030517578,10.850000381469727,305.2431945800781,97.66999816894531,2975400,70700,998291,2779100
2020-04-29,98.05999755859375,11.100000381469727,311.1965026855469,98.13999938964844,98.51000213623047,11.619999885559082,315.17510986328125,98.94000244140625,92.79000091552734,10.960000038146973,306.26458740234375,95.18000030517578,97.87000274658203,11.550000190734863,308.8034973144531,95.95999908447266,10771700,100600,1319130,1779900
2020-04-30,96.83999633789062,11.430000305175781,307.5972900390625,95.69000244140625,97.94999694824219,11.600000381469727,311.3813171386719,98.3499984741211,94.61000061035156,11.010000228881836,303.6478576660156,95.02999877929688,97.70999908447266,11.130000114440918,310.3404541015625,97.66000366210938,3496700,86100,1019159,1564300
2020-05-01,96.36000061035156,10.90999984741211,308.5213928222656,97.25,97.87000274658203,10.979999542236328,308.7743225097656,98.20999908447266,94.91999816894531,10.329999923706055,295.04864501953125,96.19999694824219,95.86000061035156,10.789999961853027,297.54864501953125,97.30000305175781,1913800,121100,1038177,1279300
2020-05-04,96.05000305175781,10.970000267028809,296.88714599609375,97.70999908447266,97.63999938964844,11.140000343322754,300.9922180175781,101.37999725341797,95.52999877929688,10.649999618530273,295.8074035644531,97.70999908447266,97.5999984741211,10.979999542236328,299.8054504394531,100.98999786376953,1929700,105800,627491,1502100
2020-05-05,98.91999816894531,11.149999618530273,301.9163513183594,99.3499984741211,100.47000122070312,11.319999694824219,305.1361999511719,100.5199966430664,97.83000183105469,11.029999732971191,299.45526123046875,97.01000213623047,99.19000244140625,11.149999618530273,301.79962158203125,98.81999969482422,1941900,86400,719703,1850100
2020-05-06,100.36000061035156,11.350000381469727,303.2198486328125,96.83999633789062,100.83999633789062,11.569999694824219,309.562255859375,97.87000274658203,98.87999725341797,11.199999809265137,302.14007568359375,95.37999725341797,99.16999816894531,11.289999961853027,306.4591369628906,96.08000183105469,1566600,86600,579484,1556900
2020-05-07,101.27999877929688,11.600000381469727,308.48248291015625,97.16000366210938,102.47000122070312,12.010000228881836,309.1147766113281,97.81999969482422,99.87999725341797,11.40999984741211,303.79376220703125,95.5999984741211,100.5999984741211,11.829999923706055,304.82489013671875,96.47000122070312,1905100,330000,569306,1327300
2020-05-08,101.5199966430664,11.949999809265137,308.686767578125,96.87999725341797,101.80999755859375,12.050000190734863,309.3385314941406,96.93000030517578,100.3499984741211,11.699999809265137,299.6595458984375,94.66999816894531,101.1500015258789,11.880000114440918,301.4299621582031,95.91999816894531,1213300,106100,706339,1198600
2020-05-11,101.30999755859375,11.880000114440918,300.690673828125,96.08999633789062,103.1500015258789,12.329999923706055,312.2081604003906,99.6500015258789,100.76000213623047,11.880000114440918,297.9474792480469,95.66000366210938,101.88999938964844,12.100000381469727,311.5856018066406,99.33000183105469,1360300,251000,1196900,1534400
2020-05-12,102.54000091552734,12.5,311.1478576660156,100.0,102.69000244140625,12.600000381469727,323.2101135253906,100.13999938964844,95.75,11.6899995803833,305.9046630859375,96.73999786376953,95.76000213623047,11.75,312.7918395996094,96.73999786376953,2804000,396600,1512805,1618100
2020-05-13,97.0,11.75,313.9007873535156,96.9800033569336,97.58999633789062,11.75,326.3521423339844,98.66000366210938,94.4000015258789,10.829999923706055,311.5077819824219,95.33000183105469,95.37000274658203,10.949999809265137,314.58172607421875,96.44999694824219,2321200,258400,1105408,1648900
2020-05-14,95.19999694824219,10.800000190734863,314.6789855957031,95.8499984741211,97.26000213623047,10.800000190734863,316.566162109375,96.51000213623047,94.20999908447266,10.1899995803833,310.9435729980469,93.86000061035156,97.2300033569336,10.460000038146973,314.1925964355469,94.83000183105469,1765000,338300,932499,1085500
